runs,player,team,season,match
0,G Gambhir,Mumbai Indians,5,548368
27,G Gambhir,Mumbai Indians,5,548375
26,G Gambhir,Mumbai Indians,6,598034
0,G Gambhir,Mumbai Indians,6,598055
0,G Gambhir,Mumbai Indians,7,729284
14,G Gambhir,Mumbai Indians,7,734014
57,G Gambhir,Mumbai Indians,8,829710
38,G Gambhir,Mumbai Indians,8,829810
64,G Gambhir,Mumbai Indians,9,980914
59,G Gambhir,Mumbai Indians,9,980952
2,GB Hogg,Mumbai Indians,5,548322
5,GC Smith,Mumbai Indians,1,336013
19,GC Smith,Mumbai Indians,2,392230
26,GC Smith,Mumbai Indians,3,419112
6,GC Smith,Mumbai Indians,4,501246
0,GD McGrath,Mumbai Indians,1,336009
25,GH Vihari,Mumbai Indians,6,598044
41,GH Vihari,Mumbai Indians,6,598065
16,GH Vihari,Mumbai Indians,8,829756
15,GJ Bailey,Mumbai Indians,7,733978
39,GJ Bailey,Mumbai Indians,7,734030
61,GJ Bailey,Mumbai Indians,8,829722
21,GJ Bailey,Mumbai Indians,8,829780
45,GJ Maxwell,Mumbai Indians,7,733978
2,GJ Maxwell,Mumbai Indians,7,734030
6,GJ Maxwell,Mumbai Indians,8,829722
12,GJ Maxwell,Mumbai Indians,8,829780
56,GJ Maxwell,Mumbai Indians,9,980946
0,GJ Maxwell,Mumbai Indians,9,980990
2,Gurkeerat Singh,Mumbai Indians,6,598042
0,Gurkeerat Singh,Mumbai Indians,6,598071
6,Gurkeerat Singh,Mumbai Indians,9,980990
2,H Das,Mumbai Indians,1,336029
58,HH Gibbs,Mumbai Indians,2,392197
0,HH Gibbs,Mumbai Indians,2,392217
27,HH Gibbs,Mumbai Indians,3,419135
17,HH Gibbs,Mumbai Indians,3,419143
0,HM Amla,Mumbai Indians,9,980990
6,HV Patel,Mumbai Indians,7,733988
4,I Sharma,Mumbai Indians,1,336026
5,I Sharma,Mumbai Indians,2,392202
1,I Sharma,Mumbai Indians,4,501229
6,IK Pathan,Mumbai Indians,1,335996
9,IK Pathan,Mumbai Indians,1,336033
7,IK Pathan,Mumbai Indians,2,392205
0,IK Pathan,Mumbai Indians,2,392227
18,IK Pathan,Mumbai Indians,3,419137
15,IK Pathan,Mumbai Indians,3,419151
0,IK Pathan,Mumbai Indians,4,501206
23,IK Pathan,Mumbai Indians,4,501251
0,IK Pathan,Mumbai Indians,5,548347
10,IK Pathan,Mumbai Indians,6,598011
1,IK Pathan,Mumbai Indians,7,729322
5,Imran Tahir,Mumbai Indians,9,980998
6,Iqbal Abdulla,Mumbai Indians,6,598055
20,Iqbal Abdulla,Mumbai Indians,8,829742
2,IR Jaggi,Mumbai Indians,5,548351
2,J Botha,Mumbai Indians,2,392230
45,J Botha,Mumbai Indians,4,501236
2,J Botha,Mumbai Indians,5,548322
9,J Syed Mohammad,Mumbai Indians,6,598038
1,J Theron,Mumbai Indians,8,829774
5,JA Morkel,Mumbai Indians,1,336023
15,JA Morkel,Mumbai Indians,3,419170
3,JA Morkel,Mumbai Indians,4,501226
3,JA Morkel,Mumbai Indians,5,548311
3,JA Morkel,Mumbai Indians,5,548360
10,JA Morkel,Mumbai Indians,6,598078
1,Jaskaran Singh,Mumbai Indians,3,419135
0,Jaskaran Singh,Mumbai Indians,3,419143
12,JD Ryder,Mumbai Indians,4,501223
0,JD Ryder,Mumbai Indians,4,501246
9,JD Ryder,Mumbai Indians,5,548356
5,JDP Oram,Mumbai Indians,1,335994
8,JDP Oram,Mumbai Indians,2,392186
25,JH Kallis,Mumbai Indians,1,335990
69,JH Kallis,Mumbai Indians,2,392213
12,JH Kallis,Mumbai Indians,2,392223
66,JH Kallis,Mumbai Indians,3,419124
14,JH Kallis,Mumbai Indians,3,419162
11,JH Kallis,Mumbai Indians,3,419167
59,JH Kallis,Mumbai Indians,4,501272
7,JH Kallis,Mumbai Indians,4,501274
79,JH Kallis,Mumbai Indians,5,548368
0,JH Kallis,Mumbai Indians,5,548375
37,JH Kallis,Mumbai Indians,6,598034
24,JH Kallis,Mumbai Indians,6,598055
72,JH Kallis,Mumbai Indians,7,729284
16,Joginder Sharma,Mumbai Indians,2,392186
0,Joginder Sharma,Mumbai Indians,4,501226
8,JP Duminy,Mumbai Indians,4,501261
25,JP Duminy,Mumbai Indians,5,548351
19,JP Duminy,Mumbai Indians,7,729314
45,JP Duminy,Mumbai Indians,7,734036
78,JP Duminy,Mumbai Indians,8,829752
28,JP Duminy,Mumbai Indians,8,829788
49,JP Duminy,Mumbai Indians,9,980938
9,JP Duminy,Mumbai Indians,9,980998
12,JP Faulkner,Mumbai Indians,6,598068
31,JP Faulkner,Mumbai Indians,7,734022
23,JP Faulkner,Mumbai Indians,7,734046
6,JP Faulkner,Mumbai Indians,8,829726
7,JP Faulkner,Mumbai Indians,9,980922
0,JR Hopes,Mumbai Indians,1,336033
55,JR Hopes,Mumbai Indians,4,501251
18,K Goel,Mumbai Indians,1,335996
12,K Goel,Mumbai Indians,2,392205
20,K Goel,Mumbai Indians,2,392227
1,K Goel,Mumbai Indians,3,419137
10,KAJ Roach,Mumbai Indians,3,419135
18,Kamran Akmal,Mumbai Indians,1,336041
19,KB Arun Karthik,Mumbai Indians,6,598004
12,KB Arun Karthik,Mumbai Indians,6,598038
94,KC Sangakkara,Mumbai Indians,1,335996
45,KC Sangakkara,Mumbai Indians,2,392205
8,KC Sangakkara,Mumbai Indians,2,392227
56,KC Sangakkara,Mumbai Indians,3,419151
34,KC Sangakkara,Mumbai Indians,4,501229
27,KC Sangakkara,Mumbai Indians,4,501261
14,KC Sangakkara,Mumbai Indians,5,548319
21,KC Sangakkara,Mumbai Indians,6,598044
28,KD Karthik,Mumbai Indians,1,336009
56,KD Karthik,Mumbai Indians,1,336037
5,KD Karthik,Mumbai Indians,2,392220
0,KD Karthik,Mumbai Indians,2,392240
13,KD Karthik,Mumbai Indians,3,419119
11,KD Karthik,Mumbai Indians,3,419157
1,KD Karthik,Mumbai Indians,4,501242
31,KD Karthik,Mumbai Indians,4,501256
2,KD Karthik,Mumbai Indians,7,729314
7,KD Karthik,Mumbai Indians,7,734036
18,KD Karthik,Mumbai Indians,8,829742
9,KD Karthik,Mumbai Indians,9,980922
3,KD Karthik,Mumbai Indians,9,981012
14,KK Cooper,Mumbai Indians,5,548322
7,KK Cooper,Mumbai Indians,6,598068
4,KK Cooper,Mumbai Indians,6,598077
5,KK Cooper,Mumbai Indians,7,734022
0,KK Nair,Mumbai Indians,6,598004
48,KK Nair,Mumbai Indians,7,734022
50,KK Nair,Mumbai Indians,7,734046
7,KK Nair,Mumbai Indians,8,829774
5,KK Nair,Mumbai Indians,9,980938
8,KK Nair,Mumbai Indians,9,980998
46,KL Rahul,Mumbai Indians,7,729322
10,KL Rahul,Mumbai Indians,7,734006
25,KL Rahul,Mumbai Indians,8,829756
25,KL Rahul,Mumbai Indians,8,829820
23,KL Rahul,Mumbai Indians,9,980932
68,KL Rahul,Mumbai Indians,9,980986
1,KM Jadhav,Mumbai Indians,6,598011
14,KM Jadhav,Mumbai Indians,7,729314
7,KM Jadhav,Mumbai Indians,7,734036
1,KM Jadhav,Mumbai Indians,8,829752
16,KM Jadhav,Mumbai Indians,8,829788
21,KP Pietersen,Mumbai Indians,3,419162
19,KP Pietersen,Mumbai Indians,3,419167
9,KP Pietersen,Mumbai Indians,5,548330
50,KP Pietersen,Mumbai Indians,5,548347
26,KP Pietersen,Mumbai Indians,7,729314
44,KP Pietersen,Mumbai Indians,7,734036
21,KP Pietersen,Mumbai Indians,9,980906
2,KS Williamson,Mumbai Indians,9,980978
2,KV Sharma,Mumbai Indians,8,829756
15,KV Sharma,Mumbai Indians,8,829820
8,KW Richardson,Mumbai Indians,6,598060
1,KW Richardson,Mumbai Indians,9,980932
0,L Balaji,Mumbai Indians,6,598055
79,LA Pomersbach,Mumbai Indians,1,336033
5,LA Pomersbach,Mumbai Indians,2,392227
4,LA Pomersbach,Mumbai Indians,4,501275
17,LPC Silva,Mumbai Indians,1,336029
40,LR Shukla,Mumbai Indians,1,336002
0,LR Shukla,Mumbai Indians,1,336026
2,LR Shukla,Mumbai Indians,2,392202
6,LR Shukla,Mumbai Indians,2,392208
23,LRPL Taylor,Mumbai Indians,1,335990
16,LRPL Taylor,Mumbai Indians,2,392223
9,LRPL Taylor,Mumbai Indians,3,419162
31,LRPL Taylor,Mumbai Indians,3,419167
13,LRPL Taylor,Mumbai Indians,4,501236
11,LRPL Taylor,Mumbai Indians,5,548330
15,LRPL Taylor,Mumbai Indians,5,548347
4,LRPL Taylor,Mumbai Indians,6,598016
4,M Kaif,Mumbai Indians,1,336013
12,M Kaif,Mumbai Indians,1,336041
10,M Kartik,Mumbai Indians,1,336002
11,M Kartik,Mumbai Indians,4,501223
14,M Kartik,Mumbai Indians,5,548313
1,M Manhas,Mumbai Indians,3,419119
0,M Manhas,Mumbai Indians,4,501223
0,M Manhas,Mumbai Indians,4,501246
42,M Manhas,Mumbai Indians,5,548356
1,M Manhas,Mumbai Indians,7,734000
0,M Morkel,Mumbai Indians,4,501206
10,M Morkel,Mumbai Indians,4,501251
23,M Morkel,Mumbai Indians,6,598011
1,M Rawat,Mumbai Indians,1,336013
14,M Vijay,Mumbai Indians,3,419147
26,M Vijay,Mumbai Indians,3,419170
12,M Vijay,Mumbai Indians,4,501226
10,M Vijay,Mumbai Indians,5,548311
41,M Vijay,Mumbai Indians,5,548360
1,M Vijay,Mumbai Indians,5,548384
5,M Vijay,Mumbai Indians,6,598007
2,M Vijay,Mumbai Indians,6,598051
23,M Vijay,Mumbai Indians,6,598075
18,M Vijay,Mumbai Indians,6,598078
40,M Vijay,Mumbai Indians,7,729314
8,M Vijay,Mumbai Indians,7,734036
35,M Vijay,Mumbai Indians,8,829722
39,M Vijay,Mumbai Indians,8,829780
19,M Vijay,Mumbai Indians,9,980946
54,M Vijay,Mumbai Indians,9,980990
1,M Vohra,Mumbai Indians,6,598042
20,M Vohra,Mumbai Indians,6,598071
36,M Vohra,Mumbai Indians,7,734030
7,M Vohra,Mumbai Indians,9,980946
0,MA Agarwal,Mumbai Indians,4,501210
41,MA Agarwal,Mumbai Indians,4,501275
64,MA Agarwal,Mumbai Indians,5,548372
1,MA Agarwal,Mumbai Indians,6,598004
1,MA Agarwal,Mumbai Indians,8,829752
0,MA Agarwal,Mumbai Indians,8,829788
8,MA Agarwal,Mumbai Indians,9,980998
5,MA Starc,Mumbai Indians,7,733988
8,Mandeep Singh,Mumbai Indians,4,501256
24,Mandeep Singh,Mumbai Indians,5,548339
22,Mandeep Singh,Mumbai Indians,5,548344
9,Mandeep Singh,Mumbai Indians,6,598042
1,Mandeep Singh,Mumbai Indians,6,598071
11,MC Henriques,Mumbai Indians,8,829820
20,MC Henriques,Mumbai Indians,9,980928
1,MC Henriques,Mumbai Indians,9,980978
49,MC Juneja,Mumbai Indians,6,598011
13,MD Mishra,Mumbai Indians,3,419135
5,MD Mishra,Mumbai Indians,3,419143
12,MD Mishra,Mumbai Indians,4,501223
5,MEK Hussey,Mumbai Indians,1,335994
14,MEK Hussey,Mumbai Indians,3,419147
41,MEK Hussey,Mumbai Indians,4,501226
49,MEK Hussey,Mumbai Indians,5,548384
20,MEK Hussey,Mumbai Indians,6,598007
22,MEK Hussey,Mumbai Indians,6,598051
86,MEK Hussey,Mumbai Indians,6,598075
1,MEK Hussey,Mumbai Indians,6,598078
16,MEK Hussey,Mumbai Indians,8,829822
4,MEK Hussey,Mumbai Indians,8,829828
20,MF Maharoof,Mumbai Indians,1,336037
15,MF Maharoof,Mumbai Indians,3,419119
0,MG Johnson,Mumbai Indians,7,733978
3,MG Johnson,Mumbai Indians,8,829722
8,MG Johnson,Mumbai Indians,8,829780
1,MG Johnson,Mumbai Indians,9,980946
0,Misbah-ul-Haq,Mumbai Indians,1,336017
14,MJ Clarke,Mumbai Indians,5,548356
8,MJ Lumb,Mumbai Indians,3,419155
0,MJ Lumb,Mumbai Indians,4,501261
40,MK Pandey,Mumbai Indians,3,419124
16,MK Pandey,Mumbai Indians,3,419162
5,MK Pandey,Mumbai Indians,3,419167
59,MK Pandey,Mumbai Indians,4,501246
0,MK Pandey,Mumbai Indians,5,548313
29,MK Pandey,Mumbai Indians,6,598060
64,MK Pandey,Mumbai Indians,7,729284
14,MK Pandey,Mumbai Indians,7,734014
40,MK Pandey,Mumbai Indians,8,829710
1,MK Pandey,Mumbai Indians,8,829810
52,MK Pandey,Mumbai Indians,9,980914
36,MK Tiwary,Mumbai Indians,1,336037
35,MK Tiwary,Mumbai Indians,4,501272
4,MK Tiwary,Mumbai Indians,4,501274
27,MK Tiwary,Mumbai Indians,5,548368
41,MK Tiwary,Mumbai Indians,5,548375
33,MK Tiwary,Mumbai Indians,6,598034
41,MK Tiwary,Mumbai Indians,7,734036
81,ML Hayden,Mumbai Indians,1,335994
44,ML Hayden,Mumbai Indians,2,392186
60,ML Hayden,Mumbai Indians,2,392232
20,ML Hayden,Mumbai Indians,3,419130
35,ML Hayden,Mumbai Indians,3,419147
17,ML Hayden,Mumbai Indians,3,419170
0,MM Patel,Mumbai Indians,1,336013
0,MM Sharma,Mumbai Indians,6,598051
0,MM Sharma,Mumbai Indians,6,598078
3,MM Sharma,Mumbai Indians,8,829822
21,MM Sharma,Mumbai Indians,8,829828
4,MN Samuels,Mumbai Indians,5,548313
32,MN van Wyk,Mumbai Indians,2,392208
0,Mohammad Asif,Mumbai Indians,1,336009
2,Mohammad Hafeez,Mumbai Indians,1,336002
5,Mohammad Hafeez,Mumbai Indians,1,336026
38,MR Marsh,Mumbai Indians,6,598016
11,MS Bisla,Mumbai Indians,3,419137
1,MS Bisla,Mumbai Indians,5,548368
17,MS Bisla,Mumbai Indians,6,598055
20,MS Bisla,Mumbai Indians,8,829742
30,MS Dhoni,Mumbai Indians,1,335994
43,MS Dhoni,Mumbai Indians,1,336023
36,MS Dhoni,Mumbai Indians,2,392186
23,MS Dhoni,Mumbai Indians,2,392232
31,MS Dhoni,Mumbai Indians,3,419147
22,MS Dhoni,Mumbai Indians,3,419170
3,MS Dhoni,Mumbai Indians,4,501226
4,MS Dhoni,Mumbai Indians,5,548311
25,MS Dhoni,Mumbai Indians,5,548360
51,MS Dhoni,Mumbai Indians,5,548384
51,MS Dhoni,Mumbai Indians,6,598007
10,MS Dhoni,Mumbai Indians,6,598051
63,MS Dhoni,Mumbai Indians,6,598078
14,MS Dhoni,Mumbai Indians,7,729308
22,MS Dhoni,Mumbai Indians,7,734000
3,MS Dhoni,Mumbai Indians,8,829734
39,MS Dhoni,Mumbai Indians,8,829794
0,MS Dhoni,Mumbai Indians,8,829822
18,MS Dhoni,Mumbai Indians,8,829828
24,MS Dhoni,Mumbai Indians,9,980962
0,MS Gony,Mumbai Indians,6,598042
39,MV Boucher,Mumbai Indians,1,335990
18,MV Boucher,Mumbai Indians,1,336017
48,MV Boucher,Mumbai Indians,2,392223
30,N Saini,Mumbai Indians,5,548339
17,N Saini,Mumbai Indians,5,548344
12,NJ Maddinson,Mumbai Indians,7,729292
40,NK Patel,Mumbai Indians,1,336041
2,NLTC Perera,Mumbai Indians,6,598065
12,NLTC Perera,Mumbai Indians,9,980962
3,NM Coulter-Nile,Mumbai Indians,8,829788
1,NS Naik,Mumbai Indians,9,980946
1,NV Ojha,Mumbai Indians,2,392230
12,NV Ojha,Mumbai Indians,3,419112
0,NV Ojha,Mumbai Indians,3,419155
29,NV Ojha,Mumbai Indians,4,501206
1,NV Ojha,Mumbai Indians,4,501251
13,NV Ojha,Mumbai Indians,5,548330
5,NV Ojha,Mumbai Indians,5,548347
10,NV Ojha,Mumbai Indians,7,729322
7,NV Ojha,Mumbai Indians,7,734006
9,NV Ojha,Mumbai Indians,8,829756
0,NV Ojha,Mumbai Indians,8,829820
31,OA Shah,Mumbai Indians,3,419127
76,OA Shah,Mumbai Indians,5,548322
28,OA Shah,Mumbai Indians,5,548382
0,P Awana,Mumbai Indians,6,598042
41,P Dogra,Mumbai Indians,3,419112
8,P Kumar,Mumbai Indians,1,336017
1,P Kumar,Mumbai Indians,3,419167
2,P Kumar,Mumbai Indians,4,501242
2,P Kumar,Mumbai Indians,4,501256
24,P Kumar,Mumbai Indians,6,598042
0,P Kumar,Mumbai Indians,6,598071
0,P Kumar,Mumbai Indians,8,829756
4,P Kumar,Mumbai Indians,8,829820
0,P Kumar,Mumbai Indians,9,980922
36,P Negi,Mumbai Indians,8,829794
3,P Negi,Mumbai Indians,8,829822
3,P Negi,Mumbai Indians,8,829828
10,P Negi,Mumbai Indians,9,980938
14,PA Patel,Mumbai Indians,1,335994
0,PA Patel,Mumbai Indians,2,392186
0,PA Patel,Mumbai Indians,2,392232
8,PA Patel,Mumbai Indians,3,419130
1,PA Patel,Mumbai Indians,5,548319
19,PA Patel,Mumbai Indians,5,548351
26,PA Patel,Mumbai Indians,6,598065
57,PA Patel,Mumbai Indians,7,729292
26,PA Patel,Mumbai Indians,7,733988
7,PA Reddy,Mumbai Indians,6,598044
1,Pankaj Singh,Mumbai Indians,3,419162
4,Parvez Rasool,Mumbai Indians,6,598060
33,PC Valthaty,Mumbai Indians,4,501242
14,PC Valthaty,Mumbai Indians,4,501256
2,PD Collingwood,Mumbai Indians,3,419157
2,PJ Sangwan,Mumbai Indians,1,336009
0,PJ Sangwan,Mumbai Indians,3,419119
6,PJ Sangwan,Mumbai Indians,3,419157
0,PP Chawla,Mumbai Indians,1,335996
0,PP Chawla,Mumbai Indians,2,392205
22,PP Chawla,Mumbai Indians,3,419137
10,PP Chawla,Mumbai Indians,4,501242
12,PP Chawla,Mumbai Indians,6,598042
1,PP Chawla,Mumbai Indians,6,598071
1,PP Chawla,Mumbai Indians,8,829810
0,PP Ojha,Mumbai Indians,2,392197
2,PP Ojha,Mumbai Indians,3,419143
6,PSP Handscomb,Mumbai Indians,9,980962
16,Q de Kock,Mumbai Indians,7,729314
9,Q de Kock,Mumbai Indians,9,980938
40,Q de Kock,Mumbai Indians,9,980998
0,R Ashwin,Mumbai Indians,4,501226
3,R Ashwin,Mumbai Indians,5,548311
0,R Ashwin,Mumbai Indians,5,548360
2,R Ashwin,Mumbai Indians,6,598007
2,R Ashwin,Mumbai Indians,6,598051
9,R Ashwin,Mumbai Indians,6,598078
23,R Ashwin,Mumbai Indians,8,829822
2,R Ashwin,Mumbai Indians,8,829828
9,R Bhatia,Mumbai Indians,1,336009
2,R Bhatia,Mumbai Indians,2,392240
11,R Bhatia,Mumbai Indians,4,501272
2,R Bhatia,Mumbai Indians,4,501274
12,R Bhatia,Mumbai Indians,5,548375
1,R Bhatia,Mumbai Indians,6,598034
4,R Bhatia,Mumbai Indians,6,598055
6,R Bhatia,Mumbai Indians,7,734022
3,R Bhatia,Mumbai Indians,9,980962
14,R Dhawan,Mumbai Indians,7,734030
6,R Dhawan,Mumbai Indians,8,829722
32,R Dravid,Mumbai Indians,1,335990
11,R Dravid,Mumbai Indians,1,336017
10,R Dravid,Mumbai Indians,2,392223
16,R Dravid,Mumbai Indians,3,419162
23,R Dravid,Mumbai Indians,3,419167
5,R Dravid,Mumbai Indians,4,501236
43,R Dravid,Mumbai Indians,4,501268
3,R Dravid,Mumbai Indians,5,548322
5,R Dravid,Mumbai Indians,5,548382
4,R Dravid,Mumbai Indians,6,598068
43,R Dravid,Mumbai Indians,6,598077
1,R McLaren,Mumbai Indians,6,598055
23,R Rampaul,Mumbai Indians,6,598038
5,R Sharma,Mumbai Indians,3,419143
13,R Sharma,Mumbai Indians,4,501223
0,R Sharma,Mumbai Indians,4,501246
10,R Sharma,Mumbai Indians,6,598016
23,R Vinay Kumar,Mumbai Indians,1,336017
7,R Vinay Kumar,Mumbai Indians,2,392223
10,R Vinay Kumar,Mumbai Indians,3,419162
8,R Vinay Kumar,Mumbai Indians,3,419167
1,R Vinay Kumar,Mumbai Indians,5,548372
26,R Vinay Kumar,Mumbai Indians,6,598038
0,RA Jadeja,Mumbai Indians,1,336013
23,RA Jadeja,Mumbai Indians,1,336041
42,RA Jadeja,Mumbai Indians,2,392230
25,RA Jadeja,Mumbai Indians,4,501215
3,RA Jadeja,Mumbai Indians,5,548311
9,RA Jadeja,Mumbai Indians,5,548360
1,RA Jadeja,Mumbai Indians,5,548384
16,RA Jadeja,Mumbai Indians,6,598007
20,RA Jadeja,Mumbai Indians,6,598051
0,RA Jadeja,Mumbai Indians,6,598078
6,RA Jadeja,Mumbai Indians,7,734000
19,RA Jadeja,Mumbai Indians,8,829822
11,RA Jadeja,Mumbai Indians,8,829828
21,RA Jadeja,Mumbai Indians,9,981012
3,RE van der Merwe,Mumbai Indians,2,392223
8,RE van der Merwe,Mumbai Indians,4,501206
6,RG Sharma,Mumbai Indians,1,336029
3,RG Sharma,Mumbai Indians,2,392197
38,RG Sharma,Mumbai Indians,2,392217
45,RG Sharma,Mumbai Indians,3,419135
11,RG Sharma,Mumbai Indians,3,419143
5,RJ Harris,Mumbai Indians,2,392217
13,RJ Harris,Mumbai Indians,3,419143
1,RJ Harris,Mumbai Indians,4,501242
6,RJ Harris,Mumbai Indians,4,501256
51,RJ Quiney,Mumbai Indians,2,392230
18,RN ten Doeschate,Mumbai Indians,4,501272
70,RN ten Doeschate,Mumbai Indians,4,501274
3,RP Singh,Mumbai Indians,1,336029
4,RP Singh,Mumbai Indians,2,392197
1,RP Singh,Mumbai Indians,3,419135
23,RR Pant,Mumbai Indians,9,980998
10,RR Powar,Mumbai Indians,2,392205
24,RR Rossouw,Mumbai Indians,7,733988
0,RR Rossouw,Mumbai Indians,8,829742
7,RR Sarwan,Mumbai Indians,1,335996
6,RS Bopara,Mumbai Indians,2,392205
1,RS Bopara,Mumbai Indians,3,419137
23,RS Bopara,Mumbai Indians,8,829756
4,RS Sodhi,Mumbai Indians,3,419151
19,RT Ponting,Mumbai Indians,1,336002
66,RV Uthappa,Mumbai Indians,2,392213
4,RV Uthappa,Mumbai Indians,2,392223
23,RV Uthappa,Mumbai Indians,3,419124
4,RV Uthappa,Mumbai Indians,3,419162
26,RV Uthappa,Mumbai Indians,3,419167
45,RV Uthappa,Mumbai Indians,4,501223
34,RV Uthappa,Mumbai Indians,4,501246
36,RV Uthappa,Mumbai Indians,5,548313
18,RV Uthappa,Mumbai Indians,5,548356
7,RV Uthappa,Mumbai Indians,6,598016
11,RV Uthappa,Mumbai Indians,6,598060
1,RV Uthappa,Mumbai Indians,7,729284
80,RV Uthappa,Mumbai Indians,7,734014
9,RV Uthappa,Mumbai Indians,8,829710
25,RV Uthappa,Mumbai Indians,8,829810
8,RV Uthappa,Mumbai Indians,9,980914
36,RV Uthappa,Mumbai Indians,9,980952
6,S Anirudha,Mumbai Indians,3,419170
9,S Anirudha,Mumbai Indians,4,501226
2,S Badrinath,Mumbai Indians,1,335994
53,S Badrinath,Mumbai Indians,1,336023
0,S Badrinath,Mumbai Indians,2,392186
22,S Badrinath,Mumbai Indians,2,392232
55,S Badrinath,Mumbai Indians,3,419130
30,S Badrinath,Mumbai Indians,3,419147
14,S Badrinath,Mumbai Indians,3,419170
71,S Badrinath,Mumbai Indians,4,501226
10,S Badrinath,Mumbai Indians,5,548311
1,S Badrinath,Mumbai Indians,5,548360
47,S Badrinath,Mumbai Indians,5,548384
16,S Badrinath,Mumbai Indians,6,598007
0,S Badrinath,Mumbai Indians,6,598051
0,S Badrinath,Mumbai Indians,6,598078
16,S Chanderpaul,Mumbai Indians,1,335990
1,S Dhawan,Mumbai Indians,1,336009
27,S Dhawan,Mumbai Indians,1,336037
25,S Dhawan,Mumbai Indians,4,501229
27,S Dhawan,Mumbai Indians,4,501261
41,S Dhawan,Mumbai Indians,5,548319
29,S Dhawan,Mumbai Indians,5,548351
73,S Dhawan,Mumbai Indians,6,598044
59,S Dhawan,Mumbai Indians,6,598065
6,S Dhawan,Mumbai Indians,7,729322
11,S Dhawan,Mumbai Indians,7,734006
42,S Dhawan,Mumbai Indians,8,829756
1,S Dhawan,Mumbai Indians,8,829820
2,S Dhawan,Mumbai Indians,9,980928
82,S Dhawan,Mumbai Indians,9,980978
0,S Ladda,Mumbai Indians,3,419119
0,S Nadeem,Mumbai Indians,4,501251
2,S Nadeem,Mumbai Indians,6,598011
1,S Nadeem,Mumbai Indians,9,980998
2,S Randiv,Mumbai Indians,4,501226
0,S Sohal,Mumbai Indians,1,335996
43,S Sohal,Mumbai Indians,2,392227
5,S Sohal,Mumbai Indians,4,501229
20,S Sohal,Mumbai Indians,4,501261
0,S Sreesanth,Mumbai Indians,1,335996
1,S Sreesanth,Mumbai Indians,2,392227
16,S Vidyut,Mumbai Indians,1,336023
39,SA Asnodkar,Mumbai Indians,1,336013
17,SA Asnodkar,Mumbai Indians,1,336041
13,SA Yadav,Mumbai Indians,7,729284
46,SA Yadav,Mumbai Indians,8,829710
11,SA Yadav,Mumbai Indians,8,829810
4,SA Yadav,Mumbai Indians,9,980914
21,SA Yadav,Mumbai Indians,9,980952
25,Sachin Baby,Mumbai Indians,9,980986
13,Salman Butt,Mumbai Indians,1,336026
6,SB Jakati,Mumbai Indians,5,548311
2,SB Wagh,Mumbai Indians,4,501223
0,SB Wagh,Mumbai Indians,4,501246
4,SC Ganguly,Mumbai Indians,1,336002
15,SC Ganguly,Mumbai Indians,1,336026
23,SC Ganguly,Mumbai Indians,2,392202
0,SC Ganguly,Mumbai Indians,2,392208
31,SC Ganguly,Mumbai Indians,3,419127
42,SC Ganguly,Mumbai Indians,3,419166
3,SC Ganguly,Mumbai Indians,5,548313
16,SC Ganguly,Mumbai Indians,5,548356
6,SD Chitnis,Mumbai Indians,2,392230
81,SE Marsh,Mumbai Indians,1,336033
57,SE Marsh,Mumbai Indians,3,419137
61,SE Marsh,Mumbai Indians,4,501242
43,SE Marsh,Mumbai Indians,4,501256
68,SE Marsh,Mumbai Indians,5,548339
17,SE Marsh,Mumbai Indians,5,548344
10,SE Marsh,Mumbai Indians,6,598042
63,SE Marsh,Mumbai Indians,6,598071
30,SE Marsh,Mumbai Indians,7,734030
45,SE Marsh,Mumbai Indians,9,980946
0,Shahid Afridi,Mumbai Indians,1,336029
1,Shakib Al Hasan,Mumbai Indians,4,501272
26,Shakib Al Hasan,Mumbai Indians,4,501274
13,Shakib Al Hasan,Mumbai Indians,5,548375
1,Shakib Al Hasan,Mumbai Indians,7,729284
9,Shakib Al Hasan,Mumbai Indians,7,734014
23,Shakib Al Hasan,Mumbai Indians,8,829810
6,Shakib Al Hasan,Mumbai Indians,9,980952
1,Shivam Sharma,Mumbai Indians,7,734030
2,Shoaib Akhtar,Mumbai Indians,1,336026
24,Shoaib Malik,Mumbai Indians,1,336009
1,SJ Srivastava,Mumbai Indians,3,419137
3,SJ Srivastava,Mumbai Indians,4,501256
53,SK Raina,Mumbai Indians,1,335994
1,SK Raina,Mumbai Indians,1,336023
8,SK Raina,Mumbai Indians,2,392186
20,SK Raina,Mumbai Indians,2,392232
83,SK Raina,Mumbai Indians,3,419130
23,SK Raina,Mumbai Indians,3,419147
57,SK Raina,Mumbai Indians,3,419170
5,SK Raina,Mumbai Indians,4,501226
36,SK Raina,Mumbai Indians,5,548311
36,SK Raina,Mumbai Indians,5,548360
0,SK Raina,Mumbai Indians,5,548384
10,SK Raina,Mumbai Indians,6,598007
0,SK Raina,Mumbai Indians,6,598051
82,SK Raina,Mumbai Indians,6,598075
0,SK Raina,Mumbai Indians,6,598078
1,SK Raina,Mumbai Indians,7,729308
19,SK Raina,Mumbai Indians,7,734000
54,SK Raina,Mumbai Indians,7,734050
43,SK Raina,Mumbai Indians,8,829734
10,SK Raina,Mumbai Indians,8,829794
25,SK Raina,Mumbai Indians,8,829822
28,SK Raina,Mumbai Indians,8,829828
27,SK Raina,Mumbai Indians,9,980922
58,SK Raina,Mumbai Indians,9,981012
